piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	P86 (composer)	composed_start2	composed_end2	wikidata	musicbrainz	viaf	imslp	pdf	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus
12.01_Toccata_avanti_la_Messa_della_Domenica	1: 4/2	1: 0	8	8	64	8	8	64	244	200	121	0	0	57	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	1	Toccata avanti la Messa della Domenica	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 1: Toccata avanti la Messa della Domenica	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.01_Toccata_avanti_la_Messa_della_Domenica.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/4ca22ee2-275b-49cf-9676-03680d71c1ed	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	59-77 (B3-F5)	Organ	43-65 (G2-F4)						
12.02_Kyrie_della_domenica	1: 4/2	1: 0	13	13	104	13	13	104	348	167	106	0	0	60	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	2	Kyrie della domenica	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 2: Kyrie della domenica	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.02_Kyrie_della_domenica.mscx	False	43-70 (G2-Bb4)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/b2dda4ec-d61b-428b-a361-77c5191d7bd4	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	53-70 (F3-Bb4)	Organ	43-62 (G2-D4)						
12.03_Kyrie,_Tema_A	1: 4/2	1: 0	17	17	136	17	17	136	443	169	81	0	0	66	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	3	Kyrie, Tema A	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 3: Kyrie, Tema A	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.03_Kyrie,_Tema_A.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/beaf614a-64cd-4c83-b9a7-495ca0ac013c	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	56-77 (G#3-F5)	Organ	43-65 (G2-F4)						
12.04_Christe,_Tema_B	1: 4/2	1: 0	15	15	120	15	15	120	380	175	121	0	0	47	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	4	Christe, Tema B	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 4: Christe, Tema B	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.04_Christe,_Tema_B.mscx	False	43-72 (G2-C5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/6346b073-d576-4307-843a-fe54d80ff116	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	55-72 (G3-C5)	Organ	43-62 (G2-D4)						
12.05_Christe,_Tema_B,_alio_modo	1: 8/4, 4: 4/4, 6: 8/4	1: 0	8	8	56	8	8	56	176	156	93	0	0	47	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	5	Christe, Tema B, alio modo	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 5: Christe, Tema B, alio modo	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.05_Christe,_Tema_B,_alio_modo.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/2843547e-68f0-4f9d-8ccc-f9c53b7d9c18	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	53-77 (F3-F5)	Organ	43-64 (G2-E4)						
12.06_Christe,_Tema_B,_alio_modo_II	1: 3/2	1: 0	21	21	126	21	21	126	416	164	98	0	0	46	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	6	Christe, Tema B, alio modo II	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 6: Christe, Tema B, alio modo II	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.06_Christe,_Tema_B,_alio_modo_II.mscx	False	40-74 (E2-D5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/d1e6cb07-5cc7-4ab4-a2ee-ac362d88b43a	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	55-74 (G3-D5)	Organ	40-62 (E2-D4)						
12.07_Christe,_Tema_B,_alio_modo_III	1: 4/2	1: 0	14	14	112	14	14	112	384	153	101	0	0	35	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	7	Christe, Tema B, alio modo III	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 7: Christe, Tema B, alio modo III	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.07_Christe,_Tema_B,_alio_modo_III.mscx	False	41-74 (F2-D5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/a5ecc5bd-ea8a-4889-859d-22881564ab2f	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	62-74 (D4-D5)	Organ	41-62 (F2-D4)						
12.08_Kyrie,_Tema_C	1: 4/2	1: 0	13	13	104	13	13	104	380	124	83	0	0	54	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	8	Kyrie, Tema C	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 8: Kyrie, Tema C	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.08_Kyrie,_Tema_C.mscx	False	43-74 (G2-D5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/d54916ab-690c-45b4-9ded-2fc35bf606f9	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	62-74 (D4-D5)	Organ	43-65 (G2-F4)						
12.09_Kyrie,_Tema_D,_alio_modo_I	1: 4/2	1: 0	21	21	168	21	21	168	539	224	140	0	0	63	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	9	Kyrie, Tema D, alio modo I	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 9: Kyrie, Tema D, alio modo I	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.09_Kyrie,_Tema_D,_alio_modo_I.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/3199ddbc-1812-4a1e-b34e-5566f458b4f9	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	55-77 (G3-F5)	Organ	43-65 (G2-F4)						
12.10_Kyrie,_Tema_D,_alio_modo_II	1: 4/2	1: 0	18	18	144	18	18	144	475	210	133	0	0	52	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	10	Kyrie, Tema D, alio modo II	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 10: Kyrie, Tema D, alio modo II	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.10_Kyrie,_Tema_D,_alio_modo_II.mscx	False	43-76 (G2-E5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/70dd9b1d-0fef-4884-9c96-56a1695f6e35	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	55-76 (G3-E5)	Organ	43-64 (G2-E4)						
12.11_Kyrie_ultimo	1: 4/2	1: 0	19	19	152	19	19	152	516	229	132	0	0	65	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	11	Kyrie ultimo	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 11: Kyrie ultimo	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.11_Kyrie_ultimo.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/9a744dca-8306-4512-ba72-c981c3ef40ac	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	57-77 (A3-F5)	Organ	43-65 (G2-F4)						
12.12_Kyrie,_Tema_D,_alio_modo_III	1: 4/2	1: 0	12	12	96	12	12	96	297	189	100	0	0	84	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	12	Kyrie, Tema D, alio modo III	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 12: Kyrie, Tema D, alio modo III	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.12_Kyrie,_Tema_D,_alio_modo_III.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/494c8a61-dd7c-45b0-b889-378eabc6f4e1	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	57-77 (A3-F5)	Organ	43-66 (G2-F#4)						
12.13_Kyrie,_Tema_D,_alio_modo_IV	1: 3/2	1: 0	21	21	126	21	21	126	430	111	68	0	0	48	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	13	Kyrie, Tema D, alio modo IV	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 13: Kyrie, Tema D, alio modo IV	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.13_Kyrie,_Tema_D,_alio_modo_IV.mscx	False	45-76 (A2-E5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/06d84212-6bfd-4e48-b46c-417a96fcdf49	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	60-76 (C4-E5)	Organ	45-57 (A2-A3)						
12.14_Canzon_dopo_l’Epistola	1: 4/4, 18: 3/2, 36: 4/4	1: 0	59	59	272	59	59	272	824.25	754	447	0	0	211	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	14	Canzon dopo l’Epistola	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 14: Canzon dopo l’Epistola	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.14_Canzon_dopo_l’Epistola.mscx	False	41-77 (F2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/d059986a-44a3-4f1b-b6fb-85403fbeb019	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	56-77 (G#3-F5)	Organ	41-65 (F2-F4)						
12.15_Recercar_dopo_il_Credo	1: 4/2	1: -1	47	47	376	47	47	376	1139	598	348	0	0	162	g	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	15	Recercar dopo il Credo	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 15: Recercar dopo il Credo	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.15_Recercar_dopo_il_Credo.mscx	False	41-75 (F2-Eb5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/098ef1f6-d914-4e99-93cf-6a8ccfc5c34e	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	55-75 (G3-Eb5)	Organ	41-63 (F2-Eb4)						
12.16_Toccata_cromaticha_per_l’elevatione	1: 4/2	1: 0	53	53	424	53	53	424	1447	528	298	0	0	199	a	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	16	Toccata cromaticha per l’elevatione	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 16: Toccata cromaticha per l’elevatione	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.16_Toccata_cromaticha_per_l’elevatione.mscx	False	41-76 (F2-E5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/a5e738c7-3ecd-4fd6-85f7-6dc49b24f79d	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	54-76 (F#3-E5)	Organ	41-66 (F2-F#4)						
12.17_Canzon_post_il_Comune	1: 4/4, 22: 8/4, 24: 4/4, 25: 3/2, 44: 8/4, 45: 4/4, 46: 8/4, 47: 4/4	1: 0	80	80	374	80	80	374	1158	1081	620	0	0	213	C	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Domenica	17	Canzon post il Comune	Op.12				1635	2019-05-03	3.02	Microsoft Windows			La Messa della Domenica, 17: Canzon post il Comune	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.17_Canzon_post_il_Comune.mscx	False	40-77 (E2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/0639415c-a4b5-4f91-a5ee-2a36e48f78cb	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	53-77 (F3-F5)	Organ	40-67 (E2-G4)						
12.18_Toccata_avanti_la_Messa_delli_Apostoli	1: 4/4	1: 0	21	21	84	21	21	84	617.5	555	170	0	0	74	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	1	Toccata avanti la Messa delli Apostoli	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 1: Toccata avanti la Messa delli Apostoli	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.18_Toccata_avanti_la_Messa_delli_Apostoli.mscx	False	41-77 (F2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/e084e38d-797a-4f7b-8b5b-cf88e618f04e	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	59-77 (B3-F5)	Organ	41-66 (F2-F#4)	Organ	59-77 (B3-F5)	Organ	41-66 (F2-F#4)		
12.19_Kyrie,_Tema_E_1	1: 4/2	1: 0	16	16	128	16	16	128	815	358	108	0	0	46	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	2	Kyrie, Tema E 1	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 2: Kyrie, Tema E 1	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.19_Kyrie,_Tema_E_1.mscx	False	45-77 (A2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/e339a474-8b51-4b7f-9088-50b4a2077a04	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	57-77 (A3-F5)	Organ	45-62 (A2-D4)	Organ	57-77 (A3-F5)	Organ	45-62 (A2-D4)		
12.20_Kyrie,_Tema_E_2	1: 4/2	1: 0	17	17	136	17	17	136	825	422	114	0	0	64	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	3	Kyrie, Tema E 2	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 3: Kyrie, Tema E 2	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.20_Kyrie,_Tema_E_2.mscx	False	45-74 (A2-D5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/819e418a-a671-4659-8674-73daa3cfd31e	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	56-74 (G#3-D5)	Organ	45-65 (A2-F4)	Organ	56-74 (G#3-D5)	Organ	45-65 (A2-F4)		
12.21_Kyrie,_Tema_E_3	1: 8/4	1: 0	10	10	80	10	10	80	537	531	151	0	0	45	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	4	Kyrie, Tema E 3	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 4: Kyrie, Tema E 3	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.21_Kyrie,_Tema_E_3.mscx	False	45-76 (A2-E5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/59fdeab8-287e-4a19-9927-33cdeb90fe59	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	55-76 (G3-E5)	Organ	45-67 (A2-G4)	Organ	55-76 (G3-E5)	Organ	45-65 (A2-F4)		
12.22_Christe,_Tema_F_1	1: 4/2, 6: 8/2, 7: 4/2	1: 0	13	13	112	13	13	112	743	267	75	0	0	43	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	5	Christe, Tema F 1	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 5: Christe, Tema F 1	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.22_Christe,_Tema_F_1.mscx	False	48-74 (C3-D5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/77fb4c32-7a54-49ef-b66f-8bd84aa2b0a5	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	57-74 (A3-D5)	Organ	48-64 (C3-E4)	Organ	57-74 (A3-D5)	Organ	48-64 (C3-E4)		
12.23_Christe,_Tema_F_2	1: 4/2, 10: 2/2, 11: 4/2	1: 0	14	14	108	14	14	108	731	340	96	0	0	52	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	6	Christe, Tema F 2	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 6: Christe, Tema F 2	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.23_Christe,_Tema_F_2.mscx	False	43-74 (G2-D5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/f1596301-3c50-403c-bdf9-1b4122001203	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	55-74 (G3-D5)	Organ	43-58 (G2-Bb3)	Organ	55-74 (G3-D5)	Organ	43-58 (G2-Bb3)		
