mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
39	39	0	0	3/2	1	1	V}{					C	I		V	V						}{	M	0	0	1, 5, 2		1	1	2	8	0.2	0.5	4.0	0.1111111111111111
40	40	0	0	3/2	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.25	0.75	0.25
40	40	1/2	1/2	3/2	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	1	2	0.3333333333333333	0.25	1.0	0.2
40	40	1	1	3/2	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	3	1	0.75	0.5	0.25	0.6666666666666666
41	41	0	0	3/2	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	2	3	0.4	0.5	1.25	0.2857142857142857
41	41	1/2	1/2	3/2	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	2	5	0.2857142857142857	0.5	2.25	0.18181818181818182
42	42	0	0	3/2	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	5	0.16666666666666666	0.125	2.125	0.05555555555555555
42	42	1/2	1/2	3/2	1	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.5	1.25	0.2857142857142857
42	42	1	1	3/2	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	5	0.0	0.0	2.0	0.0
43	43	0	0	3/2	1	1	ii7					C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2	1	5	0.16666666666666666	0.125	3.125	0.038461538461538464
43	43	1/2	1/2	3/2	1	1	.bVII6					C	I		bVII6	bVII		6					M	0	0	2, -1, -2		-2	2	2	2	0.5	0.5	0.75	0.4
43	43	1	1	3/2	1	1	ii					C	I		ii	ii							m	0	0	2, -1, 3		2	2	1	4	0.2	0.25	1.25	0.16666666666666666
44	44	0	0	8/4	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	4	0.0	0.0	2.0	0.0
44	44	1/2	1/2	8/4	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	3.5	0.0
44	44	1	1	8/4	1	1	IV(97)					C	I		IV(97)	IV			97				M	0	0	-1, 3, 0	1, 4	-1	-1	0	1	0.0	0.0	1.0	0.0
44	44	3/2	3/2	8/4	1	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.25	1.25	0.16666666666666666
45	45	0	0	4/4	1	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	6	0.14285714285714285	0.125	2.375	0.05
45	45	1/2	1/2	4/4	1	1	V(64)					C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1	3	5	0.375	0.375	1.0	0.2727272727272727
46	46	0	0	8/4	1	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	9	14	0.391304347826087	1.125	2.125	0.34615384615384615
46	46	1	1	8/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.625	0.0
46	46	5/4	5/4	8/4	1	1	V(64)					C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1	1	3	0.25	0.125	0.875	0.125
46	46	3/2	3/2	8/4	1	1	V(4)					C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0	2	0.0	0.0	1.0	0.0
46	46	7/4	7/4	8/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.25	0.0
47	47	0	0	4/4	1	1	I}					C	I		I	I						}	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	2.0	0.0
47	47	5/8	5/8	4/4	1	1	I6{					C	I		I6	I		6				{	M	0	0	4, 1, 0		0	4	3	5	0.375	0.3125	0.5625	0.35714285714285715
48	48	1/2	1/2	4/4	1	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	1	4	0.2	0.125	0.75	0.14285714285714285
49	49	0	0	4/4	1	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	3	4	0.42857142857142855	0.4375	0.5625	0.4375
49	49	1/2	1/2	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	1	3	0.25	0.0625	0.4375	0.125
49	49	3/4	3/4	4/4	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
50	50	0	0	4/4	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	1.625	0.0
50	50	1/4	1/4	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	3	8	0.2727272727272727	0.3125	1.6875	0.15625
51	51	0	0	4/4	1	1	ii					C	I		ii	ii							m	0	0	2, -1, 3		2	2	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
51	51	1/2	1/2	4/4	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	6	0.14285714285714285	0.0625	1.4375	0.041666666666666664
52	52	0	0	4/4	1	1	viio6(2)					C	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2	1	4	0.2	0.125	1.75	0.06666666666666667
52	52	1/2	1/2	4/4	1	1	viio6					C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2	2	4	0.3333333333333333	0.1875	0.8125	0.1875
53	53	0	0	4/4	1	1	I}{					C	I		I	I						}{	M	0	0	0, 4, 1		0	0	3	11	0.21428571428571427	0.3125	2.9375	0.09615384615384616
54	54	0	0	4/4	1	1	ii					C	I		ii	ii							m	0	0	2, -1, 3		2	2	0	3	0.0	0.0	0.625	0.0
54	54	1/4	1/4	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
54	54	1/2	1/2	4/4	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.5	0.0
54	54	3/4	3/4	4/4	1	1	viio6					C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2	1	4	0.2	0.125	1.0	0.1111111111111111
55	55	1/4	1/4	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	3	8	0.2727272727272727	0.3125	1.6875	0.15625
56	56	0	0	4/4	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	1	3	0.25	0.125	0.75	0.14285714285714285
56	56	1/4	1/4	4/4	1	1	viio6/V					C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3	1	3	0.25	0.125	0.5	0.2
56	56	1/2	1/2	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.25	0.0
56	56	3/4	3/4	4/4	1	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
57	57	0	0	4/4	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	3	10	0.23076923076923078	0.3125	2.3125	0.11904761904761904
58	58	0	0	4/4	1	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	2	6	0.25	0.1875	1.5625	0.10714285714285714
58	58	1/2	1/2	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.875	0.0
58	58	3/4	3/4	4/4	1	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1	3	0.25	0.125	0.625	0.16666666666666666
59	59	0	0	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	1	5	0.16666666666666666	0.0625	1.1875	0.05
59	59	1/4	1/4	4/4	1	1	#vio6/vi					C	I		#vio6/vi	#vi	o	6		vi			o	0	0	3, 0, 6		6	3	1	3	0.25	0.125	0.625	0.16666666666666666
59	59	1/2	1/2	4/4	1	1	V/vi					C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4	3	6	0.3333333333333333	0.25	1.75	0.125
60	60	0	0	4/4	1	1	ii6(2)					C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1	0	4	0.0	0.0	1.5	0.0
60	60	1/4	1/4	4/4	1	1	ii6					C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
60	60	1/2	1/2	4/4	1	1	IV7/ii					C	I		IV7/ii	IV		7		ii			Mm7	0	0	1, 5, 2, -1		1	1	1	3	0.25	0.125	0.875	0.125
60	60	3/4	3/4	4/4	1	1	iv6/ii					C	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2	1	3	0.25	0.125	0.625	0.16666666666666666
61	61	0	0	4/4	1	1	V(4)/ii					C	I		V(4)/ii	V			4	ii			M	0	0	3, 2, 4		3	3	0	4	0.0	0.0	3.0	0.0
61	61	1/4	1/4	4/4	1	1	V/ii	-0.185221	-2.9308	-7.18668	/	C	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3	1	3	0.25	0.125	0.75	0.14285714285714285
62	62	0	0	4/4	1	1	ii}{					C	I		ii	ii						}{	m	0	0	2, -1, 3		2	2	4	7	0.36363636363636365	0.375	1.125	0.25
62	62	1/2	1/2	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.875	0.0
62	62	3/4	3/4	4/4	1	1	IVM65					C	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3	1	2	0.3333333333333333	0.125	0.375	0.25
63	63	0	0	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	1	3	0.25	0.0625	0.4375	0.125
63	63	1/4	1/4	4/4	1	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	2	2	0.5	0.25	0.25	0.5
63	63	1/2	1/2	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	3	11	0.21428571428571427	0.3125	2.5625	0.10869565217391304
64	64	1/2	1/2	4/4	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	2	4	0.3333333333333333	0.25	0.75	0.25
65	65	0	0	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.625	0.0
65	65	1/4	1/4	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	3	11	0.21428571428571427	0.3125	2.6875	0.10416666666666667
66	66	0	0	4/4	1	1	ii(11)					C	I		ii(11)	ii			11				m	0	0	2, -1, 3	1	2	2	0	5	0.0	0.0	1.375	0.0
66	66	1/4	1/4	4/4	1	1	ii					C	I		ii	ii							m	0	0	2, -1, 3		2	2	1	3	0.25	0.125	0.5	0.2
66	66	1/2	1/2	4/4	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	5	0.0	0.0	1.5	0.0
66	66	3/4	3/4	4/4	1	1	vii%7/V					C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6	1	2	0.3333333333333333	0.125	0.375	0.25
67	67	0	0	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	4	6	0.4	0.5	1.5	0.25
67	67	1/2	1/2	4/4	1	1	V/V					C	I		V/V	V				V			M	0	0	2, 6, 3		2	2	3	6	0.3333333333333333	0.375	1.5	0.2
68	68	0	0	4/4	1	1	vi/V					C	I		vi/V	vi				V			m	0	0	4, 1, 5		4	4	3	5	0.375	0.375	1.0	0.2727272727272727
68	68	1/2	1/2	4/4	1	1	ii/V					C	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3	5	7	0.4166666666666667	0.625	1.25	0.3333333333333333
69	69	0	0	4/4	1	1	V/V					C	I		V/V	V				V			M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	1.75	0.0
69	69	1/4	1/4	4/4	1	1	V(64)/V					C	I		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2	1	3	0.25	0.125	0.875	0.125
69	69	1/2	1/2	4/4	1	1	V(4)/V					C	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2	0	2	0.0	0.0	0.75	0.0
69	69	3/4	3/4	4/4	1	1	V/V					C	I		V/V	V				V			M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
70	70	0	0	4/4	1	1	V}{					C	I		V	V						}{	M	0	0	1, 5, 2		1	1	3	11	0.21428571428571427	0.3125	2.9375	0.09615384615384616
71	71	0	0	4/4	1	1	vi6					C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0	0	3	0.0	0.0	0.5	0.0
71	71	1/4	1/4	4/4	1	1	viio6					C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2	1	2	0.3333333333333333	0.125	0.375	0.25
71	71	1/2	1/2	4/4	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	3	0.25	0.0625	0.4375	0.125
71	71	3/4	3/4	4/4	1	1	V6/V					C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.125	0.375	0.25
72	72	0	0	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	4	4	0.5	0.5	0.5	0.5
72	72	1/2	1/2	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	4	4	0.5	0.5	0.875	0.36363636363636365
73	73	0	0	4/4	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	4	5	0.4444444444444444	0.5	1.375	0.26666666666666666
73	73	1/2	1/2	4/4	1	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
74	74	0	0	4/4	1	1	ii					C	I		ii	ii							m	0	0	2, -1, 3		2	2	4	6	0.4	0.4375	1.0625	0.2916666666666667
74	74	1/2	1/2	4/4	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	1	3	0.25	0.0625	0.4375	0.125
74	74	3/4	3/4	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
75	75	0	0	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	1.0	0.0
75	75	1/4	1/4	4/4	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
75	75	1/2	1/2	4/4	1	1	vi6					C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0	1	3	0.25	0.0625	0.4375	0.125
75	75	3/4	3/4	4/4	1	1	viio6/V					C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3	1	3	0.25	0.125	0.625	0.16666666666666666
76	76	0	0	4/4	1	1	V}{					C	I		V	V						}{	M	0	0	1, 5, 2		1	1	1	6	0.14285714285714285	0.125	1.625	0.07142857142857142
76	76	1/2	1/2	4/4	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.625	0.0
76	76	3/4	3/4	4/4	1	1	ii6					C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.25	0.75	0.25
77	77	0	0	4/4	1	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	4	6	0.4	0.4375	1.5625	0.21875
77	77	1/2	1/2	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	4	4	0.5	0.5	0.875	0.36363636363636365
78	78	0	0	4/4	1	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	4	4	0.5	0.5	0.875	0.36363636363636365
78	78	1/2	1/2	4/4	1	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	4	4	0.5	0.5	1.25	0.2857142857142857
79	79	0	0	4/4	1	1	vi2					C	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1	0	5	0.0	0.0	1.25	0.0
79	79	1/4	1/4	4/4	1	1	vii%7/V					C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6	1	3	0.25	0.125	0.875	0.125
79	79	1/2	1/2	4/4	1	1	V(4)					C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0	3	0.0	0.0	1.5	0.0
79	79	3/4	3/4	4/4	1	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.25	0.0
80	80	0	0	4/4	1	1	I}					C	I		I	I						}	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	4.0	0.0
